Simulation Iteration Time Var1 Var2 Var3 Var4
2.00000 21771.0 27.5903 20361.0 -14.0000 -236.000 103.000
1.00000 21781.0 27.6298 20413.0 -44.0000 -219.000 57.0000
2.00000 21781.0 27.6081 20371.0 -14.0000 -236.000 103.000
1.00000 21791.0 27.6407 20421.0 -44.0000 -219.000 57.0000
2.00000 21791.0 27.6182 20379.0 -15.0000 -237.000 103.000
1.00000 21801.0 27.6503 20430.0 -45.0000 -219.000 57.0000
2.00000 21801.0 27.6315 20388.0 -15.0000 -237.000 102.000
1.00000 21811.0 27.6620 20440.0 -45.0000 -219.000 57.0000
2.00000 21811.0 27.6441 20397.0 -16.0000 -236.000 102.000
1.00000 21821.0 27.6706 20450.0 -45.0000 -219.000 57.0000
2.00000 21821.0 27.6547 20407.0 -16.0000 -236.000 102.000
1.00000 21831.0 27.6801 20460.0 -45.0000 -219.000 57.0000
2.00000 21831.0 27.6632 20417.0 -16.0000 -236.000 102.000
1.00000 21841.0 27.7029 20469.0 -46.0000 -219.000 57.0000
2.00000 21841.0 27.6863 20427.0 -16.0000 -236.000 102.000
1.00000 21851.0 27.7132 20479.0 -46.0000 -219.000 57.0000
2.00000 21851.0 27.7011 20436.0 -17.0000 -236.000 102.000
1.00000 21861.0 27.7207 20489.0 -46.0000 -219.000 57.0000
2.00000 21861.0 27.7072 20445.0 -17.0000 -236.000 101.000
1.00000 21871.0 27.7343 20499.0 -46.0000 -219.000 57.0000
2.00000 21871.0 27.7214 20455.0 -17.0000 -236.000 101.000
1.00000 21881.0 27.7422 20505.0 -46.0000 -219.000 57.0000
2.00000 21881.0 27.7359 20465.0 -17.0000 -236.000 101.000
1.00000 21891.0 27.7591 20515.0 -46.0000 -219.000 57.0000
2.00000 21891.0 27.7424 20473.0 -17.0000 -236.000 101.000
1.00000 21901.0 27.7779 20524.0 -46.0000 -220.000 58.0000
2.00000 21901.0 27.7589 20483.0 -17.0000 -236.000 101.000
1.00000 21911.0 27.7907 20534.0 -46.0000 -220.000 58.0000
2.00000 21911.0 27.7674 20493.0 -17.0000 -236.000 101.000
1.00000 21921.0 27.7987 20544.0 -46.0000 -220.000 58.0000
2.00000 21921.0 27.7793 20502.0 -17.0000 -237.000 101.000
1.00000 21931.0 27.8076 20553.0 -46.0000 -221.000 59.0000
2.00000 21931.0 27.7874 20510.0 -17.0000 -239.000 101.000
1.00000 21941.0 27.8176 20563.0 -46.0000 -221.000 59.0000
2.00000 21941.0 27.8000 20520.0 -17.0000 -239.000 101.000
1.00000 21951.0 27.8289 20573.0 -46.0000 -221.000 59.0000
2.00000 21951.0 27.8239 20529.0 -17.0000 -239.000 100.000
1.00000 21961.0 27.8407 20583.0 -46.0000 -221.000 59.0000
2.00000 21961.0 27.8312 20539.0 -17.0000 -239.000 100.000
1.00000 21971.0 27.8559 20590.0 -45.0000 -222.000 59.0000
2.00000 21971.0 27.8368 20549.0 -17.0000 -239.000 100.000
1.00000 21981.0 27.8711 20598.0 -45.0000 -224.000 60.0000
2.00000 21981.0 27.8457 20557.0 -16.0000 -239.000 100.000
1.00000 21991.0 27.8835 20608.0 -45.0000 -224.000 60.0000
2.00000 21991.0 27.8670 20565.0 -16.0000 -239.000 100.000
1.00000 22001.0 27.8996 20617.0 -46.0000 -224.000 60.0000
2.00000 22001.0 27.8787 20574.0 -17.0000 -238.000 100.000
1.00000 22011.0 27.9085 20626.0 -47.0000 -223.000 60.0000
2.00000 22011.0 27.8963 20584.0 -17.0000 -238.000 100.000
1.00000 22021.0 27.9190 20636.0 -47.0000 -223.000 60.0000
2.00000 22021.0 27.9161 20594.0 -17.0000 -238.000 100.000
1.00000 22031.0 27.9262 20644.0 -46.0000 -223.000 60.0000
2.00000 22031.0 27.9262 20604.0 -17.0000 -238.000 100.000
1.00000 22041.0 27.9392 20654.0 -46.0000 -223.000 60.0000
2.00000 22041.0 27.9410 20614.0 -17.0000 -238.000 100.000
1.00000 22051.0 27.9487 20662.0 -46.0000 -223.000 60.0000
2.00000 22051.0 27.9472 20622.0 -19.0000 -238.000 100.000
1.00000 22061.0 27.9595 20671.0 -46.0000 -224.000 60.0000
2.00000 22061.0 27.9562 20632.0 -19.0000 -238.000 100.000
1.00000 22071.0 27.9687 20681.0 -46.0000 -224.000 60.0000
2.00000 22071.0 27.9751 20641.0 -19.0000 -239.000 100.000
1.00000 22081.0 27.9831 20690.0 -47.0000 -224.000 60.0000
2.00000 22081.0 27.9968 20651.0 -19.0000 -239.000 100.000
1.00000 22091.0 27.9928 20698.0 -47.0000 -224.000 60.0000
2.00000 22091.0 28.0056 20660.0 -19.0000 -240.000 100.000
1.00000 22101.0 28.0061 20708.0 -47.0000 -224.000 60.0000
2.00000 22101.0 28.0146 20668.0 -18.0000 -240.000 100.000
1.00000 22111.0 28.0151 20717.0 -47.0000 -224.000 59.0000
2.00000 22111.0 28.0257 20677.0 -18.0000 -241.000 100.000
1.00000 22121.0 28.0252 20727.0 -47.0000 -224.000 59.0000
2.00000 22121.0 28.0379 20687.0 -18.0000 -241.000 100.000
1.00000 22131.0 28.0350 20737.0 -47.0000 -224.000 59.0000
2.00000 22131.0 28.0611 20696.0 -18.0000 -242.000 101.000
1.00000 22141.0 28.0449 20745.0 -47.0000 -224.000 59.0000
2.00000 22141.0 28.0752 20706.0 -18.0000 -242.000 101.000
1.00000 22151.0 28.0625 20755.0 -47.0000 -224.000 59.0000
2.00000 22151.0 28.0825 20716.0 -18.0000 -242.000 101.000
1.00000 22161.0 28.0773 20765.0 -47.0000 -224.000 59.0000
2.00000 22161.0 28.0933 20726.0 -18.0000 -242.000 101.000
1.00000 22171.0 28.0915 20775.0 -47.0000 -224.000 59.0000
2.00000 22171.0 28.1052 20735.0 -19.0000 -242.000 101.000
1.00000 22181.0 28.0996 20785.0 -47.0000 -224.000 59.0000
2.00000 22181.0 28.1249 20745.0 -19.0000 -242.000 101.000
1.00000 22191.0 28.1088 20794.0 -47.0000 -224.000 58.0000
2.00000 22191.0 28.1358 20755.0 -19.0000 -242.000 101.000
1.00000 22201.0 28.1233 20804.0 -47.0000 -224.000 58.0000
2.00000 22201.0 28.1483 20765.0 -19.0000 -242.000 101.000
1.00000 22211.0 28.1322 20814.0 -47.0000 -224.000 58.0000
2.00000 22211.0 28.1555 20773.0 -19.0000 -244.000 101.000
1.00000 22221.0 28.1477 20824.0 -47.0000 -224.000 58.0000
2.00000 22221.0 28.1733 20783.0 -19.0000 -244.000 101.000
1.00000 22231.0 28.1552 20832.0 -48.0000 -225.000 58.0000
2.00000 22231.0 28.1866 20792.0 -20.0000 -244.000 101.000
1.00000 22241.0 28.1619 20839.0 -49.0000 -225.000 58.0000
2.00000 22241.0 28.1991 20802.0 -20.0000 -244.000 101.000
1.00000 22251.0 28.1755 20847.0 -49.0000 -225.000 58.0000
2.00000 22251.0 28.2102 20810.0 -19.0000 -244.000 101.000
1.00000 22261.0 28.1920 20857.0 -49.0000 -225.000 58.0000
2.00000 22261.0 28.2248 20820.0 -19.0000 -244.000 101.000
1.00000 22271.0 28.2037 20867.0 -49.0000 -225.000 58.0000
2.00000 22271.0 28.2365 20830.0 -19.0000 -244.000 101.000
1.00000 22281.0 28.2156 20877.0 -49.0000 -225.000 58.0000
2.00000 22281.0 28.2494 20840.0 -19.0000 -244.000 101.000
1.00000 22291.0 28.2345 20886.0 -49.0000 -225.000 57.0000
2.00000 22291.0 28.2620 20850.0 -19.0000 -244.000 101.000
1.00000 22301.0 28.2452 20894.0 -48.0000 -225.000 57.0000
2.00000 22301.0 28.2733 20860.0 -19.0000 -244.000 101.000
1.00000 22311.0 28.2613 20904.0 -48.0000 -225.000 57.0000
2.00000 22311.0 28.2854 20870.0 -19.0000 -244.000 101.000
1.00000 22321.0 28.2723 20914.0 -48.0000 -225.000 57.0000
2.00000 22321.0 28.3008 20877.0 -20.0000 -244.000 101.000
1.00000 22331.0 28.2809 20924.0 -48.0000 -225.000 57.0000
2.00000 22331.0 28.3119 20886.0 -20.0000 -244.000 100.000
1.00000 22341.0 28.2914 20934.0 -48.0000 -225.000 57.0000
2.00000 22341.0 28.3252 20896.0 -20.0000 -244.000 100.000
1.00000 22351.0 28.2989 20944.0 -48.0000 -225.000 57.0000
2.00000 22351.0 28.3367 20905.0 -20.0000 -245.000 100.000
1.00000 22361.0 28.3112 20954.0 -48.0000 -225.000 57.0000
2.00000 22361.0 28.3522 20915.0 -20.0000 -245.000 100.000
1.00000 22371.0 28.3176 20964.0 -48.0000 -225.000 57.0000
2.00000 22371.0 28.3602 20925.0 -20.0000 -245.000 100.000
1.00000 22381.0 28.3257 20974.0 -48.0000 -225.000 57.0000
2.00000 22381.0 28.3787 20933.0 -22.0000 -245.000 100.000
1.00000 22391.0 28.3374 20983.0 -49.0000 -225.000 57.0000
2.00000 22391.0 28.3907 20942.0 -22.0000 -246.000 101.000
1.00000 22401.0 28.3516 20992.0 -50.0000 -225.000 57.0000
2.00000 22401.0 28.4047 20952.0 -22.0000 -246.000 101.000
1.00000 22411.0 28.3693 21002.0 -50.0000 -225.000 57.0000
2.00000 22411.0 28.4154 20962.0 -22.0000 -246.000 101.000
1.00000 22421.0 28.3759 21012.0 -50.0000 -225.000 57.0000
2.00000 22421.0 28.4339 20972.0 -22.0000 -246.000 101.000
1.00000 22431.0 28.3822 21021.0 -50.0000 -225.000 56.0000
2.00000 22431.0 28.4470 20982.0 -22.0000 -246.000 101.000
1.00000 22441.0 28.3919 21031.0 -50.0000 -225.000 56.0000
2.00000 22441.0 28.4655 20992.0 -22.0000 -246.000 101.000
1.00000 22451.0 28.4049 21041.0 -50.0000 -225.000 56.0000
2.00000 22451.0 28.4759 21002.0 -22.0000 -246.000 101.000
1.00000 22461.0 28.4165 21051.0 -50.0000 -225.000 56.0000
2.00000 22461.0 28.4877 21011.0 -23.0000 -246.000 101.000
1.00000 22471.0 28.4278 21061.0 -50.0000 -225.000 56.0000
2.00000 22471.0 28.5022 21018.0 -23.0000 -249.000 102.000
1.00000 22481.0 28.4412 21071.0 -50.0000 -225.000 56.0000
2.00000 22481.0 28.5305 21027.0 -24.0000 -249.000 102.000
1.00000 22491.0 28.4575 21081.0 -50.0000 -225.000 56.0000
2.00000 22491.0 28.5399 21037.0 -24.0000 -249.000 102.000
1.00000 22501.0 28.4633 21090.0 -50.0000 -226.000 57.0000
2.00000 22501.0 28.5615 21047.0 -24.0000 -249.000 102.000
1.00000 22511.0 28.4782 21098.0 -50.0000 -226.000 57.0000
2.00000 22511.0 28.5699 21057.0 -24.0000 -249.000 102.000
1.00000 22521.0 28.4927 21108.0 -50.0000 -226.000 57.0000
2.00000 22521.0 28.5846 21066.0 -25.0000 -249.000 102.000
1.00000 22531.0 28.5127 21117.0 -51.0000 -226.000 57.0000
2.00000 22531.0 28.6052 21076.0 -25.0000 -249.000 102.000
1.00000 22541.0 28.5186 21125.0 -51.0000 -226.000 57.0000
2.00000 22541.0 28.6199 21086.0 -25.0000 -249.000 102.000
1.00000 22551.0 28.5277 21133.0 -51.0000 -228.000 57.0000
2.00000 22551.0 28.6318 21095.0 -26.0000 -249.000 102.000
1.00000 22561.0 28.5410 21143.0 -51.0000 -228.000 57.0000
2.00000 22561.0 28.6420 21105.0 -26.0000 -249.000 102.000
1.00000 22571.0 28.5575 21153.0 -51.0000 -228.000 57.0000
2.00000 22571.0 28.6579 21113.0 -26.0000 -249.000 102.000
1.00000 22581.0 28.5689 21160.0 -51.0000 -229.000 57.0000
2.00000 22581.0 28.6734 21123.0 -26.0000 -249.000 102.000
1.00000 22591.0 28.5826 21170.0 -51.0000 -229.000 57.0000
2.00000 22591.0 28.6844 21133.0 -26.0000 -249.000 102.000
1.00000 22601.0 28.6025 21178.0 -51.0000 -229.000 57.0000
2.00000 22601.0 28.6947 21143.0 -26.0000 -249.000 102.000
1.00000 22611.0 28.6121 21184.0 -51.0000 -231.000 57.0000
2.00000 22611.0 28.7074 21153.0 -26.0000 -249.000 102.000
1.00000 22621.0 28.6232 21194.0 -51.0000 -231.000 57.0000
2.00000 22621.0 28.7252 21163.0 -26.0000 -249.000 102.000
1.00000 22631.0 28.6353 21203.0 -51.0000 -232.000 57.0000
2.00000 22631.0 28.7333 21171.0 -26.0000 -249.000 102.000
1.00000 22641.0 28.6448 21213.0 -51.0000 -232.000 57.0000
2.00000 22641.0 28.7417 21178.0 -25.0000 -249.000 101.000
1.00000 22651.0 28.6542 21222.0 -51.0000 -232.000 56.0000
2.00000 22651.0 28.7546 21187.0 -26.0000 -249.000 101.000
1.00000 22661.0 28.6699 21230.0 -51.0000 -232.000 56.0000
2.00000 22661.0 28.7687 21197.0 -26.0000 -249.000 101.000
1.00000 22671.0 28.6885 21239.0 -51.0000 -233.000 56.0000
2.00000 22671.0 28.7824 21207.0 -26.0000 -249.000 101.000
1.00000 22681.0 28.7018 21249.0 -51.0000 -233.000 56.0000
2.00000 22681.0 28.7897 21214.0 -25.0000 -250.000 101.000
1.00000 22691.0 28.7158 21259.0 -51.0000 -233.000 56.0000
2.00000 22691.0 28.8046 21224.0 -25.0000 -250.000 101.000
1.00000 22701.0 28.7328 21268.0 -52.0000 -233.000 56.0000
2.00000 22701.0 28.8191 21234.0 -25.0000 -250.000 101.000
1.00000 22711.0 28.7416 21276.0 -52.0000 -233.000 56.0000
2.00000 22711.0 28.8415 21244.0 -25.0000 -250.000 101.000
1.00000 22721.0 28.7581 21286.0 -52.0000 -233.000 56.0000
2.00000 22721.0 28.8558 21254.0 -25.0000 -250.000 101.000
1.00000 22731.0 28.7708 21296.0 -52.0000 -233.000 56.0000
2.00000 22731.0 28.8692 21264.0 -25.0000 -250.000 101.000
1.00000 22741.0 28.7843 21306.0 -52.0000 -233.000 56.0000
2.00000 22741.0 28.8848 21272.0 -25.0000 -250.000 101.000
1.00000 22751.0 28.7928 21315.0 -53.0000 -233.000 56.0000
2.00000 22751.0 28.9004 21282.0 -25.0000 -250.000 101.000
1.00000 22761.0 28.7995 21325.0 -53.0000 -233.000 56.0000
2.00000 22761.0 28.9138 21292.0 -25.0000 -250.000 101.000
1.00000 22771.0 28.8093 21335.0 -53.0000 -233.000 56.0000
2.00000 22771.0 28.9240 21299.0 -24.0000 -251.000 102.000
1.00000 22781.0 28.8201 21345.0 -53.0000 -233.000 56.0000
2.00000 22781.0 28.9451 21309.0 -24.0000 -251.000 102.000
1.00000 22791.0 28.8303 21353.0 -54.0000 -234.000 56.0000
2.00000 22791.0 28.9604 21319.0 -24.0000 -251.000 102.000
1.00000 22801.0 28.8382 21363.0 -54.0000 -234.000 56.0000
2.00000 22801.0 28.9736 21329.0 -24.0000 -251.000 102.000
1.00000 22811.0 28.8479 21372.0 -54.0000 -234.000 55.0000
2.00000 22811.0 28.9844 21337.0 -23.0000 -251.000 102.000
1.00000 22821.0 28.8586 21380.0 -54.0000 -234.000 55.0000
2.00000 22821.0 29.0038 21347.0 -23.0000 -251.000 102.000
1.00000 22831.0 28.8699 21390.0 -54.0000 -234.000 55.0000
2.00000 22831.0 29.0107 21357.0 -23.0000 -251.000 102.000
1.00000 22841.0 28.8806 21399.0 -55.0000 -234.000 55.0000
2.00000 22841.0 29.0194 21367.0 -23.0000 -251.000 102.000
1.00000 22851.0 28.8893 21407.0 -55.0000 -234.000 55.0000
2.00000 22851.0 29.0314 21377.0 -23.0000 -251.000 102.000
1.00000 22861.0 28.9051 21417.0 -55.0000 -234.000 55.0000
2.00000 22861.0 29.0481 21386.0 -24.0000 -251.000 102.000
1.00000 22871.0 28.9114 21424.0 -56.0000 -234.000 55.0000
2.00000 22871.0 29.0582 21394.0 -24.0000 -251.000 102.000
1.00000 22881.0 28.9234 21434.0 -56.0000 -234.000 55.0000
2.00000 22881.0 29.0662 21403.0 -24.0000 -252.000 102.000
1.00000 22891.0 28.9467 21444.0 -56.0000 -234.000 55.0000
2.00000 22891.0 29.0872 21413.0 -24.0000 -252.000 102.000
1.00000 22901.0 28.9598 21452.0 -56.0000 -234.000 55.0000
2.00000 22901.0 29.0997 21423.0 -24.0000 -252.000 102.000
1.00000 22911.0 28.9720 21462.0 -56.0000 -234.000 55.0000
2.00000 22911.0 29.1164 21433.0 -24.0000 -252.000 102.000
1.00000 22921.0 28.9826 21472.0 -56.0000 -234.000 55.0000
2.00000 22921.0 29.1305 21443.0 -24.0000 -252.000 102.000
1.00000 22931.0 28.9977 21481.0 -56.0000 -235.000 56.0000
2.00000 22931.0 29.1438 21453.0 -24.0000 -252.000 102.000
1.00000 22941.0 29.0147 21489.0 -55.0000 -235.000 56.0000
2.00000 22941.0 29.1526 21462.0 -24.0000 -252.000 101.000
1.00000 22951.0 29.0306 21499.0 -55.0000 -235.000 56.0000
2.00000 22951.0 29.1590 21470.0 -24.0000 -252.000 101.000
1.00000 22961.0 29.0418 21509.0 -55.0000 -235.000 56.0000
2.00000 22961.0 29.1841 21477.0 -24.0000 -253.000 102.000
1.00000 22971.0 29.0590 21519.0 -55.0000 -235.000 56.0000
2.00000 22971.0 29.1936 21487.0 -24.0000 -253.000 102.000
1.00000 22981.0 29.0675 21529.0 -55.0000 -235.000 56.0000
2.00000 22981.0 29.2077 21497.0 -24.0000 -253.000 102.000
1.00000 22991.0 29.0777 21537.0 -55.0000 -235.000 56.0000
2.00000 22991.0 29.2165 21507.0 -24.0000 -253.000 102.000
1.00000 23001.0 29.0939 21547.0 -55.0000 -235.000 56.0000
2.00000 23001.0 29.2269 21516.0 -25.0000 -253.000 102.000
1.00000 23011.0 29.1157 21556.0 -55.0000 -236.000 56.0000
2.00000 23011.0 29.2466 21526.0 -25.0000 -253.000 102.000
1.00000 23021.0 29.1283 21564.0 -55.0000 -236.000 56.0000
2.00000 23021.0 29.2588 21536.0 -25.0000 -253.000 102.000
1.00000 23031.0 29.1435 21572.0 -55.0000 -236.000 56.0000
2.00000 23031.0 29.2706 21546.0 -25.0000 -253.000 102.000
1.00000 23041.0 29.1595 21582.0 -55.0000 -236.000 56.0000
2.00000 23041.0 29.2854 21556.0 -25.0000 -253.000 102.000
1.00000 23051.0 29.1714 21592.0 -55.0000 -236.000 56.0000
2.00000 23051.0 29.2977 21565.0 -26.0000 -253.000 102.000
1.00000 23061.0 29.1813 21602.0 -55.0000 -236.000 56.0000
2.00000 23061.0 29.3062 21573.0 -26.0000 -253.000 102.000
1.00000 23071.0 29.1957 21612.0 -55.0000 -236.000 56.0000
2.00000 23071.0 29.3211 21583.0 -26.0000 -253.000 102.000
1.00000 23081.0 29.2059 21620.0 -55.0000 -236.000 56.0000
2.00000 23081.0 29.3350 21593.0 -26.0000 -253.000 102.000
1.00000 23091.0 29.2212 21628.0 -57.0000 -236.000 56.0000
2.00000 23091.0 29.3414 21601.0 -25.0000 -253.000 102.000
1.00000 23101.0 29.2318 21636.0 -56.0000 -236.000 56.0000
2.00000 23101.0 29.3518 21611.0 -25.0000 -253.000 102.000
1.00000 23111.0 29.2426 21644.0 -56.0000 -236.000 56.0000
2.00000 23111.0 29.3674 21621.0 -25.0000 -253.000 102.000
1.00000 23121.0 29.2512 21654.0 -56.0000 -236.000 56.0000
2.00000 23121.0 29.3785 21631.0 -25.0000 -253.000 102.000
1.00000 23131.0 29.2604 21664.0 -56.0000 -236.000 56.0000
2.00000 23131.0 29.3908 21640.0 -26.0000 -253.000 102.000
1.00000 23141.0 29.2741 21674.0 -56.0000 -236.000 56.0000
2.00000 23141.0 29.4052 21650.0 -26.0000 -253.000 102.000
1.00000 23151.0 29.2862 21684.0 -56.0000 -236.000 56.0000
2.00000 23151.0 29.4246 21660.0 -26.0000 -253.000 102.000
1.00000 23161.0 29.2948 21694.0 -56.0000 -236.000 56.0000
2.00000 23161.0 29.4358 21668.0 -26.0000 -253.000 102.000
1.00000 23171.0 29.3076 21704.0 -56.0000 -236.000 56.0000
2.00000 23171.0 29.4468 21678.0 -26.0000 -253.000 102.000
1.00000 23181.0 29.3165 21713.0 -56.0000 -237.000 57.0000
2.00000 23181.0 29.4587 21688.0 -26.0000 -253.000 102.000
1.00000 23191.0 29.3304 21722.0 -56.0000 -238.000 57.0000
2.00000 23191.0 29.4707 21698.0 -26.0000 -253.000 102.000
1.00000 23201.0 29.3450 21731.0 -56.0000 -238.000 56.0000
2.00000 23201.0 29.4857 21708.0 -26.0000 -253.000 102.000
1.00000 23211.0 29.3601 21740.0 -56.0000 -239.000 56.0000
2.00000 23211.0 29.4981 21718.0 -26.0000 -253.000 102.000
1.00000 23221.0 29.3775 21750.0 -56.0000 -239.000 56.0000
2.00000 23221.0 29.5129 21727.0 -26.0000 -254.000 102.000
1.00000 23231.0 29.3929 21760.0 -56.0000 -239.000 56.0000
2.00000 23231.0 29.5281 21732.0 -24.0000 -255.000 103.000
1.00000 23241.0 29.4129 21769.0 -56.0000 -240.000 57.0000
2.00000 23241.0 29.5436 21740.0 -24.0000 -255.000 103.000
1.00000 23251.0 29.4290 21778.0 -56.0000 -241.000 58.0000
2.00000 23251.0 29.5502 21750.0 -24.0000 -255.000 103.000
1.00000 23261.0 29.4413 21788.0 -56.0000 -241.000 58.0000
2.00000 23261.0 29.5569 21760.0 -24.0000 -255.000 103.000
1.00000 23271.0 29.4546 21797.0 -56.0000 -242.000 58.0000
2.00000 23271.0 29.5716 21766.0 -24.0000 -255.000 103.000
1.00000 23281.0 29.4654 21807.0 -56.0000 -242.000 58.0000
2.00000 23281.0 29.5914 21775.0 -24.0000 -255.000 102.000
1.00000 23291.0 29.4782 21817.0 -56.0000 -242.000 58.0000
2.00000 23291.0 29.6054 21785.0 -24.0000 -255.000 102.000
1.00000 23301.0 29.4962 21822.0 -56.0000 -242.000 57.0000
2.00000 23301.0 29.6167 21795.0 -24.0000 -255.000 102.000
1.00000 23311.0 29.5107 21832.0 -56.0000 -242.000 57.0000
2.00000 23311.0 29.6303 21805.0 -24.0000 -255.000 102.000
1.00000 23321.0 29.5204 21841.0 -56.0000 -243.000 57.0000
2.00000 23321.0 29.6392 21815.0 -24.0000 -255.000 102.000
1.00000 23331.0 29.5329 21851.0 -56.0000 -243.000 57.0000
2.00000 23331.0 29.6487 21825.0 -24.0000 -255.000 102.000
1.00000 23341.0 29.5472 21861.0 -56.0000 -243.000 57.0000
2.00000 23341.0 29.6616 21834.0 -24.0000 -256.000 103.000
1.00000 23351.0 29.5553 21870.0 -56.0000 -244.000 57.0000
2.00000 23351.0 29.6747 21844.0 -24.0000 -256.000 103.000
1.00000 23361.0 29.5650 21880.0 -56.0000 -244.000 57.0000
2.00000 23361.0 29.6911 21854.0 -24.0000 -256.000 103.000
1.00000 23371.0 29.5787 21888.0 -55.0000 -244.000 57.0000
2.00000 23371.0 29.7050 21864.0 -24.0000 -256.000 103.000
1.00000 23381.0 29.5871 21898.0 -55.0000 -244.000 57.0000
2.00000 23381.0 29.7247 21874.0 -24.0000 -256.000 103.000
1.00000 23391.0 29.5983 21908.0 -55.0000 -244.000 57.0000
2.00000 23391.0 29.7393 21882.0 -24.0000 -256.000 103.000
1.00000 23401.0 29.6071 21917.0 -55.0000 -244.000 56.0000
2.00000 23401.0 29.7490 21892.0 -24.0000 -256.000 103.000
1.00000 23411.0 29.6152 21927.0 -55.0000 -244.000 56.0000
2.00000 23411.0 29.7615 21902.0 -24.0000 -256.000 103.000
1.00000 23421.0 29.6254 21935.0 -55.0000 -244.000 56.0000
2.00000 23421.0 29.7717 21910.0 -24.0000 -256.000 103.000
1.00000 23431.0 29.6469 21945.0 -55.0000 -244.000 56.0000
2.00000 23431.0 29.7787 21920.0 -24.0000 -256.000 103.000
1.00000 23441.0 29.6570 21954.0 -55.0000 -245.000 57.0000
2.00000 23441.0 29.7888 21930.0 -24.0000 -256.000 103.000
1.00000 23451.0 29.6672 21964.0 -55.0000 -245.000 57.0000
2.00000 23451.0 29.7977 21940.0 -24.0000 -256.000 103.000
1.00000 23461.0 29.6823 21974.0 -55.0000 -245.000 57.0000
2.00000 23461.0 29.8113 21950.0 -24.0000 -256.000 103.000
1.00000 23471.0 29.6931 21983.0 -55.0000 -246.000 57.0000
2.00000 23471.0 29.8195 21960.0 -24.0000 -256.000 103.000
1.00000 23481.0 29.7052 21993.0 -55.0000 -246.000 57.0000
2.00000 23481.0 29.8333 21968.0 -23.0000 -256.000 103.000
1.00000 23491.0 29.7175 22001.0 -55.0000 -246.000 57.0000
2.00000 23491.0 29.8484 21978.0 -23.0000 -256.000 103.000
1.00000 23501.0 29.7321 22011.0 -55.0000 -246.000 57.0000
2.00000 23501.0 29.8596 21988.0 -23.0000 -256.000 103.000
1.00000 23511.0 29.7483 22021.0 -55.0000 -246.000 57.0000
2.00000 23511.0 29.8757 21996.0 -22.0000 -256.000 103.000
1.00000 23521.0 29.7581 22031.0 -55.0000 -246.000 57.0000
2.00000 23521.0 29.8850 22005.0 -22.0000 -257.000 104.000
1.00000 23531.0 29.7716 22041.0 -55.0000 -246.000 57.0000
2.00000 23531.0 29.9047 22014.0 -23.0000 -257.000 104.000
1.00000 23541.0 29.7823 22051.0 -55.0000 -246.000 57.0000
2.00000 23541.0 29.9182 22024.0 -23.0000 -257.000 104.000
1.00000 23551.0 29.7998 22059.0 -55.0000 -246.000 57.0000
2.00000 23551.0 29.9295 22034.0 -23.0000 -257.000 104.000
1.00000 23561.0 29.8071 22067.0 -55.0000 -246.000 57.0000
2.00000 23561.0 29.9424 22043.0 -23.0000 -258.000 104.000
1.00000 23571.0 29.8162 22075.0 -56.0000 -247.000 58.0000
2.00000 23571.0 29.9557 22053.0 -23.0000 -258.000 104.000
1.00000 23581.0 29.8279 22084.0 -57.0000 -247.000 58.0000
2.00000 23581.0 29.9667 22062.0 -23.0000 -259.000 104.000
1.00000 23591.0 29.8398 22092.0 -57.0000 -247.000 58.0000
2.00000 23591.0 29.9748 22072.0 -23.0000 -259.000 104.000
1.00000 23601.0 29.8478 22102.0 -57.0000 -247.000 58.0000
2.00000 23601.0 29.9867 22080.0 -22.0000 -259.000 104.000
1.00000 23611.0 29.8625 22112.0 -57.0000 -247.000 58.0000
2.00000 23611.0 30.0052 22087.0 -22.0000 -259.000 103.000
1.00000 23621.0 29.8753 22122.0 -57.0000 -247.000 58.0000
2.00000 23621.0 30.0175 22097.0 -22.0000 -259.000 103.000
1.00000 23631.0 29.8881 22131.0 -58.0000 -247.000 58.0000
2.00000 23631.0 30.0334 22107.0 -22.0000 -259.000 103.000
1.00000 23641.0 29.9066 22141.0 -58.0000 -247.000 58.0000
2.00000 23641.0 30.0546 22117.0 -22.0000 -259.000 103.000
1.00000 23651.0 29.9181 22151.0 -58.0000 -247.000 58.0000
2.00000 23651.0 30.0659 22126.0 -23.0000 -259.000 103.000
1.00000 23661.0 29.9339 22161.0 -58.0000 -247.000 58.0000
2.00000 23661.0 30.0815 22136.0 -23.0000 -259.000 103.000
1.00000 23671.0 29.9450 22171.0 -58.0000 -247.000 58.0000
2.00000 23671.0 30.0970 22146.0 -23.0000 -259.000 103.000
1.00000 23681.0 29.9583 22179.0 -58.0000 -247.000 58.0000
2.00000 23681.0 30.1107 22153.0 -24.0000 -259.000 103.000
1.00000 23691.0 29.9667 22187.0 -58.0000 -247.000 58.0000
2.00000 23691.0 30.1250 22162.0 -24.0000 -260.000 104.000
1.00000 23701.0 29.9748 22197.0 -58.0000 -247.000 58.0000
2.00000 23701.0 30.1389 22172.0 -24.0000 -260.000 104.000
1.00000 23711.0 29.9815 22207.0 -58.0000 -247.000 58.0000
2.00000 23711.0 30.1547 22181.0 -25.0000 -260.000 104.000
1.00000 23721.0 29.9896 22217.0 -58.0000 -247.000 58.0000
2.00000 23721.0 30.1734 22191.0 -25.0000 -260.000 104.000
1.00000 23731.0 30.0013 22227.0 -58.0000 -247.000 58.0000
2.00000 23731.0 30.1838 22199.0 -25.0000 -260.000 104.000
